Hanzi,Level,WritingLevel,Traditional,Freq,Examples
掠,7-9,,掠,1,掠夺
抡,7-9,,掄,1,抡
伦,7-9,,倫,1,伦理
罗,7-9,,羅,1,罗
萝,7-9,,蘿,1,萝卜
螺,7-9,,螺,1,螺丝
裸,7-9,,裸,2,裸 裸露
迈,7-9,,邁,3,迈 迈进 年迈
脉,7-9,,脈,5,动脉 来龙去脉 脉搏 脉络 血脉
蛮,7-9,,蠻,2,蛮 野蛮
瞒,7-9,,瞞,2,瞒 隐瞒
蔓,7-9,,蔓,1,蔓延
芒,7-9,,芒,1,光芒
氓,7-9,,氓,1,流氓
茫,7-9,,茫,1,茫然
莽,7-9,,莽,1,鲁莽
茅,7-9,,茅,2,茅台 茅台酒
髦,7-9,,髦,1,时髦
茂,7-9,,茂,2,茂密 茂盛
玫,7-9,,玫,1,玫瑰
枚,7-9,,枚,1,枚
眉,7-9,,眉,3,愁眉苦脸 眉开眼笑 眉毛
霉,7-9,,霉,1,倒霉
昧,7-9,,昧,1,冒昧
媚,7-9,,媚,1,明媚
魅,7-9,,魅,1,魅力
闷,7-9,,悶,4,沉闷 烦闷 闷 纳闷儿
萌,7-9,,萌,2,萌发 萌芽
朦,7-9,,朦,1,朦胧
孟,7-9,,,0,
弥,7-9,,彌,2,弥补 弥漫
谜,7-9,,謎,5,猜谜 谜 谜底 谜团 谜语
觅,7-9,,覓,1,寻觅
泌,7-9,,泌,1,分泌
蜜,7-9,,蜜,5,蜂蜜 蜜 蜜蜂 蜜月 甜蜜
绵,7-9,,綿,2,海绵 连绵
勉,7-9,,勉,1,勉强
缅,7-9,,緬,1,缅怀
苗,7-9,,苗,5,禾苗 苗 苗条 苗头 疫苗
瞄,7-9,,瞄,1,瞄准
渺,7-9,,渺,1,渺小
庙,7-9,,廟,3,庙 庙会 寺庙
蔑,7-9,,蔑,1,轻蔑
鸣,7-9,,鳴,1,共鸣
铭,7-9,,銘,2,铭记 座右铭
谬,7-9,,謬,1,荒谬
蘑,7-9,,蘑,1,蘑菇
魔,7-9,,魔,2,魔鬼 魔术
抹,7-9,,抹,1,抹
沫,7-9,,沫,1,泡沫
陌,7-9,,陌,1,陌生
莫,7-9,,莫,5,变幻莫测 莫非 莫过于 莫名其妙 一筹莫展
寞,7-9,,寞,1,寂寞
牡,7-9,,牡,1,牡丹
亩,7-9,,畝,1,亩
姆,7-9,,姆,1,保姆
沐,7-9,,沐,1,沐浴露
牧,7-9,,牧,2,牧场 牧民
募,7-9,,募,2,募捐 招募
睦,7-9,,睦,1,和睦
慕,7-9,,慕,1,羡慕
暮,7-9,,暮,1,朝三暮四
穆,7-9,,穆,1,穆斯林
呐,7-9,,吶,1,呐喊
乃,7-9,,乃,2,乃 乃至
囊,7-9,,囊,1,胶囊
挠,7-9,,撓,2,挠 阻挠
恼,7-9,,惱,3,烦恼 苦恼 恼羞成怒
馁,7-9,,餒,1,气馁
嫩,7-9,,嫩,1,嫩
尼,7-9,,尼,1,尼龙
拟,7-9,,擬,4,模拟 拟 拟定 虚拟
逆,7-9,,逆,2,逆 叛逆
匿,7-9,,匿,2,藏匿 匿名
腻,7-9,,膩,1,细腻
黏,7-9,,黏,1,黏
酿,7-9,,釀,2,酿造 酝酿
尿,7-9,,尿,2,尿 糖尿病
捏,7-9,,捏,1,捏
拧,7-9,,擰,1,拧
凝,7-9,,凝,3,混凝土 凝固 凝聚
纽,7-9,,紐,3,纽带 纽扣 枢纽
奴,7-9,,奴,1,奴隶
虐,7-9,,虐,1,虐待
挪,7-9,,挪,1,挪
哦,7-9,,哦,1,哦
欧,7-9,,,0,
殴,7-9,,毆,1,殴打
呕,7-9,,嘔,1,呕吐
趴,7-9,,趴,1,趴
帕,7-9,,帕,1,手帕
徘,7-9,,徘,1,徘徊
潘,7-9,,,0,
攀,7-9,,攀,2,攀 攀升
叛,7-9,,叛,2,背叛 叛逆
畔,7-9,,畔,1,河畔
乓,7-9,,乓,1,乒乓球
庞,7-9,,龐,1,庞大
膀,7-9,,膀,2,翅膀 肩膀
抛,7-9,,拋,3,抛 抛开 抛弃
刨,7-9,,刨,1,刨
袍,7-9,,袍,1,旗袍
胚,7-9,,胚,1,胚胎
沛,7-9,,沛,1,充沛
佩,7-9,,佩,3,敬佩 佩服 钦佩
抨,7-9,,抨,1,抨击
烹,7-9,,烹,1,烹调
棚,7-9,,棚,1,大棚
蓬,7-9,,蓬,2,蓬勃 朝气蓬勃
鹏,7-9,,鵬,1,鹏程万里
篷,7-9,,篷,1,帐篷
膨,7-9,,膨,1,膨胀
捧,7-9,,捧,3,吹捧 捧 捧场
劈,7-9,,劈,1,劈
疲,7-9,,疲,5,精疲力竭 疲惫 疲惫不堪 疲倦 疲劳
辟,7-9,,闢,2,开辟 开天辟地
媲,7-9,,媲,1,媲美
僻,7-9,,僻,2,僻静 偏僻
譬,7-9,,譬,2,譬如 譬如说
飘,7-9,,飄,1,飘
撇,7-9,,撇,1,撇
乒,7-9,,乒,1,乒乓球
坪,7-9,,坪,1,草坪
萍,7-9,,萍,1,萍水相逢
颇,7-9,,頗,1,颇
魄,7-9,,魄,3,惊心动魄 魄力 气魄
剖,7-9,,剖,1,解剖
仆,7-9,,僕,1,公仆
菩,7-9,,菩,1,菩萨
朴,7-9,,樸,5,纯朴 古朴 朴实 朴素 质朴
浦,7-9,,,0,
谱,7-9,,譜,2,离谱儿 谱
瀑,7-9,,瀑,1,瀑布
沏,7-9,,沏,1,沏
栖,7-9,,棲,1,两栖
凄,7-9,,淒,1,凄凉
戚,7-9,,戚,1,亲戚
漆,7-9,,漆,1,漆
歧,7-9,,歧,2,分歧 歧视
祈,7-9,,祈,1,祈祷
棋,7-9,,棋,3,棋 棋子 下棋
乞,7-9,,乞,3,乞丐 乞求 乞讨
岂,7-9,,豈,1,岂有此理
迄,7-9,,迄,2,迄今 迄今为止
泣,7-9,,泣,2,可歌可泣 哭泣
契,7-9,,契,3,默契 契机 契约
砌,7-9,,砌,1,堆砌
掐,7-9,,掐,1,掐
洽,7-9,,洽,2,洽谈 融洽
虔,7-9,,虔,1,虔诚
钳,7-9,,鉗,1,钳子
遣,7-9,,遣,2,派遣 消遣
谴,7-9,,譴,1,谴责
嵌,7-9,,嵌,1,镶嵌
呛,7-9,,嗆,2,够呛 呛
腔,7-9,,腔,2,口腔 腔
乔,7-9,,喬,1,乔装
侨,7-9,,僑,1,华侨
俏,7-9,,俏,1,俊俏
窍,7-9,,竅,2,诀窍 窍门
翘,7-9,,翹,1,翘
撬,7-9,,撬,1,撬
怯,7-9,,怯,1,胆怯
窃,7-9,,竊,2,盗窃 窃取
钦,7-9,,欽,1,钦佩
秦,7-9,,,0,
禽,7-9,,禽,1,家禽
寝,7-9,,寢,2,废寝忘食 寝室
擎,7-9,,擎,1,引擎
顷,7-9,,頃,1,公顷
丘,7-9,,丘,1,丘陵
囚,7-9,,囚,1,囚犯
驱,7-9,,驅,2,驱动 驱逐
屈,7-9,,屈,2,屈服 委屈
躯,7-9,,軀,1,身躯
娶,7-9,,娶,1,娶
拳,7-9,,拳,3,拳 拳头 太极拳
犬,7-9,,犬,1,猎犬
雀,7-9,,雀,1,鸦雀无声
壤,7-9,,壤,1,土壤
攘,7-9,,攘,1,熙熙攘攘
嚷,7-9,,嚷,1,嚷
饶,7-9,,饒,2,饶 饶恕
惹,7-9,,惹,1,惹
仁,7-9,,仁,2,见仁见智 仁慈
韧,7-9,,韌,2,坚韧 韧性
溶,7-9,,溶,1,溶解
冗,7-9,,冗,1,冗长
柔,7-9,,柔,3,柔和 柔软 温柔
揉,7-9,,揉,1,揉
儒,7-9,,儒,2,儒家 儒学
辱,7-9,,辱,2,耻辱 侮辱
锐,7-9,,銳,2,尖锐 敏锐
瑞,7-9,,瑞,1,瑞雪
撒,7-9,,撒,2,撒 撒谎
萨,7-9,,薩,1,菩萨
桑,7-9,,桑,2,沧桑 桑拿
嗓,7-9,,嗓,1,嗓子
骚,7-9,,騷,2,骚乱 骚扰
嫂,7-9,,嫂,1,嫂子
臊,7-9,,臊,1,害臊
僧,7-9,,僧,1,僧人
纱,7-9,,紗,2,婚纱 纱
砂,7-9,,砂,1,砂糖
鲨,7-9,,鯊,1,鲨鱼
厦,7-9,,廈,1,大厦
筛,7-9,,篩,2,筛 筛选
删,7-9,,刪,2,删 删除
煽,7-9,,煽,1,煽动
擅,7-9,,擅,2,擅长 擅自
膳,7-9,,膳,1,膳食
赡,7-9,,贍,1,赡养
捎,7-9,,捎,1,捎
梢,7-9,,梢,1,树梢
哨,7-9,,哨,1,口哨
奢,7-9,,奢,2,奢侈 奢望
慑,7-9,,懾,1,威慑
绅,7-9,,紳,1,绅士
肾,7-9,,腎,1,肾
渗,7-9,,滲,2,渗 渗透
慎,7-9,,慎,3,不慎 谨慎 慎重
绳,7-9,,繩,1,绳子
尸,7-9,,屍,1,尸体
狮,7-9,,獅,1,狮子
蚀,7-9,,蝕,1,腐蚀
矢,7-9,,矢,1,有的放矢
氏,7-9,,氏,2,摄氏度 姓氏
侍,7-9,,侍,1,侍候
逝,7-9,,逝,1,逝世
嗜,7-9,,嗜,1,嗜好
誓,7-9,,誓,2,发誓 宣誓
匙,7-9,,匙,1,钥匙
兽,7-9,,獸,1,野兽
抒,7-9,,抒,1,抒情
枢,7-9,,樞,1,枢纽
梳,7-9,,梳,3,梳 梳理 梳子
疏,7-9,,疏,4,疏导 疏忽 疏散 疏通
赎,7-9,,贖,1,赎
署,7-9,,署,2,部署 签署
蜀,7-9,,,0,
曙,7-9,,曙,1,曙光
竖,7-9,,豎,2,横七竖八 竖
恕,7-9,,恕,2,宽恕 饶恕
墅,7-9,,墅,1,别墅
耍,7-9,,耍,3,耍 耍赖 玩耍
衰,7-9,,衰,5,衰减 衰竭 衰老 衰弱 衰退
甩,7-9,,甩,1,甩
拴,7-9,,拴,1,拴
栓,7-9,,栓,1,血栓
涮,7-9,,涮,1,涮
霜,7-9,,霜,2,霜 雪上加霜
瞬,7-9,,瞬,2,瞬间 一瞬间
烁,7-9,,爍,1,闪烁
丝,7-9,,絲,5,粉丝 螺丝 丝 丝绸 丝毫
斯,7-9,,斯,2,穆斯林 伊斯兰教
撕,7-9,,撕,1,撕
伺,7-9,,伺,2,伺候 伺机
祀,7-9,,祀,1,祭祀
饲,7-9,,飼,2,饲料 饲养
肆,7-9,,肆,2,大肆 放肆
耸,7-9,,聳,1,耸立
讼,7-9,,訟,1,诉讼
宋,7-9,,,0,
诵,7-9,,誦,2,背诵 朗诵
颂,7-9,,頌,1,歌颂
艘,7-9,,艘,1,艘
嗽,7-9,,嗽,1,咳嗽
酥,7-9,,酥,1,酥
溯,7-9,,溯,1,追溯
蒜,7-9,,蒜,1,蒜
髓,7-9,,髓,1,精髓
遂,7-9,,遂,1,遂心
隧,7-9,,隧,1,隧道
嗦,7-9,,嗦,1,哆嗦
塌,7-9,,塌,4,倒塌 死心塌地 塌 一塌糊涂
胎,7-9,,胎,5,轮胎 胚胎 双胞胎 胎 胎儿
汰,7-9,,汰,1,淘汰
泰,7-9,,泰,1,泰斗
贪,7-9,,貪,4,贪 贪婪 贪玩儿 贪污
摊,7-9,,攤,1,摊
滩,7-9,,灘,2,海滩 沙滩
瘫,7-9,,癱,2,瘫 瘫痪
坛,7-9,,壇,2,论坛 坛
痰,7-9,,痰,1,痰
潭,7-9,,潭,1,泥潭
毯,7-9,,毯,2,地毯 毯子
炭,7-9,,炭,2,煤炭 炭
碳,7-9,,碳,3,低碳 二氧化碳 碳
唐,7-9,,,0,
塘,7-9,,塘,1,池塘
膛,7-9,,膛,1,胸膛
倘,7-9,,倘,1,倘若
淌,7-9,,淌,2,流淌 淌
烫,7-9,,燙,1,烫
涛,7-9,,濤,1,波涛
滔,7-9,,滔,1,滔滔不绝
陶,7-9,,陶,4,陶瓷 陶冶 陶醉 熏陶
淘,7-9,,淘,3,淘 淘气 淘汰
腾,7-9,,騰,4,沸腾 热腾腾 腾 折腾
藤,7-9,,藤,1,藤椅
剔,7-9,,剔,2,剔除 挑剔
屉,7-9,,屜,1,抽屉
剃,7-9,,剃,1,剃
涕,7-9,,涕,1,鼻涕
惕,7-9,,惕,1,警惕
舔,7-9,,舔,1,舔
帖,7-9,,帖,2,请帖 帖子
廷,7-9,,廷,1,宫廷
亭,7-9,,亭,1,报亭
艇,7-9,,艇,1,潜艇
捅,7-9,,捅,1,捅
桶,7-9,,桶,2,马桶 桶
筒,7-9,,筒,2,话筒 筒
凸,7-9,,凸,2,凸 凸显
秃,7-9,,禿,1,秃
涂,7-9,,塗,3,糊涂 涂 一塌糊涂
屠,7-9,,屠,1,屠杀
颓,7-9,,頹,1,颓废
屯,7-9,,屯,1,屯
驮,7-9,,馱,1,驮
妥,7-9,,妥,5,妥 妥当 妥善 妥协 稳妥
拓,7-9,,拓,3,开拓 拓宽 拓展
唾,7-9,,唾,1,唾液
蛙,7-9,,蛙,1,青蛙
瓦,7-9,,瓦,1,瓦
歪,7-9,,歪,2,歪 歪曲
丸,7-9,,丸,2,定心丸 丸
挽,7-9,,挽,3,挽 挽回 挽救
惋,7-9,,惋,1,惋惜
婉,7-9,,婉,1,委婉
腕,7-9,,腕,2,大腕儿 手腕
汪,7-9,,汪,1,汪洋
枉,7-9,,枉,1,冤枉
妄,7-9,,妄,1,妄想
伪,7-9,,偽,3,伪造 伪装 虚伪
纬,7-9,,緯,1,纬度
萎,7-9,,萎,1,萎缩
畏,7-9,,畏,2,畏惧 畏缩
魏,7-9,,,0,
瘟,7-9,,瘟,1,瘟疫
纹,7-9,,紋,1,花纹
蚊,7-9,,蚊,2,蚊帐 蚊子
吻,7-9,,吻,2,吻 吻合
紊,7-9,,紊,1,紊乱
翁,7-9,,翁,1,富翁
涡,7-9,,渦,1,旋涡
窝,7-9,,窩,1,窝
沃,7-9,,沃,1,肥沃
巫,7-9,,巫,1,巫婆
呜,7-9,,嗚,1,呜咽
吴,7-9,,,0,
侮,7-9,,侮,1,侮辱
捂,7-9,,捂,1,捂
勿,7-9,,勿,1,勿
晤,7-9,,晤,1,会晤
雾,7-9,,霧,1,雾
昔,7-9,,昔,1,昔日
晰,7-9,,晰,1,清晰
稀,7-9,,稀,4,稀 稀罕 稀奇 稀少
锡,7-9,,錫,1,锡
溪,7-9,,溪,1,小溪
熙,7-9,,熙,1,熙熙攘攘
熄,7-9,,熄,1,熄火
膝,7-9,,膝,1,膝盖
嬉,7-9,,嬉,1,嬉笑
袭,7-9,,襲,3,抄袭 世袭 袭击
媳,7-9,,媳,1,媳妇
隙,7-9,,隙,2,间隙 空隙
虾,7-9,,蝦,1,虾
瞎,7-9,,瞎,1,瞎
侠,7-9,,俠,1,侠义
峡,7-9,,峽,2,海峡 峡谷
狭,7-9,,狹,3,狭隘 狭小 狭窄
辖,7-9,,轄,1,管辖
霞,7-9,,霞,1,彩霞
仙,7-9,,仙,3,神仙 仙鹤 仙女
纤,7-9,,纖,2,化纤 纤维
掀,7-9,,掀,2,掀 掀起
贤,7-9,,賢,1,圣贤
弦,7-9,,弦,2,扣人心弦 弦
衔,7-9,,銜,2,头衔 衔接
宪,7-9,,憲,1,宪法
馅,7-9,,餡,1,馅儿
羡,7-9,,羨,1,羡慕
腺,7-9,,腺,1,腺
厢,7-9,,廂,1,车厢
镶,7-9,,鑲,2,镶 镶嵌
翔,7-9,,翔,1,飞翔
巷,7-9,,巷,1,大街小巷
橡,7-9,,橡,2,橡胶 橡皮
肖,7-9,,肖,1,肖像
削,7-9,,削,3,剥削 削 削弱
宵,7-9,,宵,2,通宵 元宵节
萧,7-9,,蕭,1,萧条
潇,7-9,,瀟,1,潇洒
淆,7-9,,淆,1,混淆
孝,7-9,,孝,2,孝敬 孝顺
啸,7-9,,嘯,1,海啸
邪,7-9,,邪,3,改邪归正 邪 邪恶
挟,7-9,,挾,1,挟持
携,7-9,,攜,2,携带 携手
泄,7-9,,洩/泄,7,发泄 泄 泄漏 泄露 泄密
泻,7-9,,瀉,2,腹泻 泻
卸,7-9,,卸,2,推卸 卸
屑,7-9,,屑,1,不屑
懈,7-9,,懈,2,不懈 坚持不懈
芯,7-9,,芯,1,芯片
馨,7-9,,馨,1,温馨
衅,7-9,,釁,1,挑衅
猩,7-9,,猩,1,猩猩
腥,7-9,,腥,1,腥
刑,7-9,,刑,1,刑法
汹,7-9,,洶,1,汹涌
羞,7-9,,羞,3,害羞 恼羞成怒 羞愧
朽,7-9,,朽,1,腐朽
绣,7-9,,繡,2,刺绣 绣
锈,7-9,,鏽,1,锈
嗅,7-9,,嗅,1,嗅觉
墟,7-9,,墟,1,废墟
徐,7-9,,徐,1,徐徐
旭,7-9,,旭,1,旭日
叙,7-9,,敘,1,叙述
恤,7-9,,卹,1,抚恤
酗,7-9,,酗,1,酗酒
絮,7-9,,絮,1,絮叨
婿,7-9,,婿,1,女婿
蓄,7-9,,蓄,3,储蓄 含蓄 积蓄
喧,7-9,,喧,2,喧哗 喧闹
玄,7-9,,玄,2,玄 玄机
炫,7-9,,炫,1,炫耀
靴,7-9,,靴,1,靴子
穴,7-9,,穴,1,穴位
勋,7-9,,勛,1,勋章
熏,7-9,,熏/薰,2,熏 熏陶
旬,7-9,,旬,3,上旬 下旬 中旬
巡,7-9,,巡,1,巡逻
汛,7-9,,汛,1,防汛
驯,7-9,,馴,1,驯
逊,7-9,,遜,2,谦逊 逊色
丫,7-9,,丫,1,丫头
鸦,7-9,,鴉,1,鸦雀无声
芽,7-9,,芽,2,萌芽 芽
崖,7-9,,崖,1,悬崖
涯,7-9,,涯,1,生涯
哑,7-9,,啞,1,哑
雅,7-9,,雅,3,高雅 文雅 优雅
讶,7-9,,訝,1,惊讶
咽,7-9,,咽/嚥,3,呜咽 咽喉 咽
淹,7-9,,淹,1,淹
岩,7-9,,岩,1,岩石
阎,7-9,,閻,1,阎王
衍,7-9,,衍,1,衍生
掩,7-9,,掩,3,掩盖 掩护 掩饰
雁,7-9,,雁,1,大雁
焰,7-9,,焰,2,火焰 焰火
燕,7-9,,燕,1,燕子
殃,7-9,,殃,1,遭殃
秧,7-9,,秧,1,秧歌
杨,7-9,,楊,1,杨树
痒,7-9,,癢,1,痒
漾,7-9,,漾,1,荡漾
妖,7-9,,妖,1,妖怪
窑,7-9,,窯,1,窑
谣,7-9,,謠,1,谣言
遥,7-9,,遙,2,遥控 遥远
钥,7-9,,鑰,1,钥匙
椰,7-9,,椰,1,椰子
冶,7-9,,冶,1,陶冶
伊,7-9,,伊,1,伊斯兰教
夷,7-9,,夷,1,化险为夷
怡,7-9,,怡,1,怡然自得
矣,7-9,,矣,1,矣
倚,7-9,,倚,1,倚
屹,7-9,,屹,1,屹立
亦,7-9,,亦,2,不亦乐乎 亦
抑,7-9,,抑,5,压抑 抑扬顿挫 抑郁 抑郁症 抑制
役,7-9,,役,1,退役
绎,7-9,,繹,2,络绎不绝 演绎
弈,7-9,,弈,1,对弈
疫,7-9,,疫,4,防疫 免疫 瘟疫 疫苗
逸,7-9,,逸,1,安逸
裔,7-9,,裔,2,后裔 华裔
溢,7-9,,溢,2,洋溢 溢
毅,7-9,,毅,3,刚毅 毅力 毅然
翼,7-9,,翼,2,不翼而飞 小心翼翼
荫,7-9,,蔭,1,树荫
姻,7-9,,姻,1,婚姻
殷,7-9,,殷,1,殷勤
瘾,7-9,,癮,3,过瘾 上瘾 瘾
婴,7-9,,嬰,1,婴儿
鹰,7-9,,鷹,1,鹰
荧,7-9,,熒,1,荧光
盈,7-9,,盈,1,盈利
莹,7-9,,瑩,1,晶莹
蝇,7-9,,蠅,1,苍蝇
颖,7-9,,穎,2,脱颖而出 新颖
佣,7-9,,傭,1,雇佣
庸,7-9,,庸,2,庸俗 中庸
咏,7-9,,詠,1,歌咏
涌,7-9,,湧,4,汹涌 涌 涌入 涌现
踊,7-9,,踴,1,踊跃
悠,7-9,,悠,4,忽悠 悠久 悠闲 转悠
佑,7-9,,佑,1,保佑
诱,7-9,,誘,5,引诱 诱饵 诱发 诱惑 诱人
渔,7-9,,漁,2,渔船 渔民
逾,7-9,,逾,1,逾期
渝,7-9,,,0,
愚,7-9,,愚,2,愚蠢 愚公移山
舆,7-9,,輿,1,舆论
屿,7-9,,嶼,1,岛屿
驭,7-9,,馭,1,驾驭
郁,7-9,,郁/鬱,4,浓郁 抑郁 抑郁症 忧郁
吁,7-9,,籲,1,呼吁
狱,7-9,,獄,2,地狱 监狱
浴,7-9,,浴,2,沐浴露 浴室
喻,7-9,,喻,2,比喻 家喻户晓
御,7-9,,禦,2,抵御 防御
寓,7-9,,寓,3,公寓 寓言 寓意
裕,7-9,,裕,1,富裕
愈,7-9,,癒/愈,4,愈合 愈来愈 愈演愈烈 治愈
冤,7-9,,冤,2,冤 冤枉
渊,7-9,,淵,1,渊源
袁,7-9,,,0,
曰,7-9,,曰,1,曰
岳,7-9,,岳,2,岳父 岳母
悦,7-9,,悅,2,喜悦 悦耳
粤,7-9,,,0,
匀,7-9,,勻,1,均匀
陨,7-9,,隕,1,陨石
孕,7-9,,孕,3,怀孕 孕妇 孕育
酝,7-9,,醞,1,酝酿
韵,7-9,,韻,1,韵味
蕴,7-9,,蘊,3,底蕴 蕴藏 蕴涵
砸,7-9,,砸,1,砸
栽,7-9,,栽,2,栽 栽培
宰,7-9,,宰,3,任人宰割 宰 主宰
攒,7-9,,攢,1,攒
赃,7-9,,贓,1,分赃
葬,7-9,,葬,3,陪葬 葬 葬礼
凿,7-9,,鑿,2,确凿 凿
枣,7-9,,棗,1,枣
藻,7-9,,藻,1,海藻
皂,7-9,,皂,1,肥皂
灶,7-9,,灶,1,炉灶
噪,7-9,,噪,2,噪声 噪音
燥,7-9,,燥,2,干燥 枯燥
躁,7-9,,躁,4,暴躁 烦躁 浮躁 焦躁
泽,7-9,,澤,2,光泽 沼泽
贼,7-9,,賊,1,贼
渣,7-9,,渣,1,渣子
闸,7-9,,閘,1,闸
眨,7-9,,眨,1,眨眼
诈,7-9,,詐,5,讹诈 奸诈 欺诈 敲诈 诈骗
榨,7-9,,榨,1,榨
窄,7-9,,窄,2,狭窄 窄
寨,7-9,,寨,1,山寨
沾,7-9,,沾,2,沾 沾光
粘,7-9,,粘,1,粘
瞻,7-9,,瞻,1,瞻仰
斩,7-9,,斬,2,斩 斩草除根
盏,7-9,,盞,1,盏
崭,7-9,,嶄,1,崭新
绽,7-9,,綻,1,绽放
蘸,7-9,,蘸,1,蘸
彰,7-9,,彰,1,表彰
仗,7-9,,仗,1,打仗
杖,7-9,,杖,2,禅杖 拐杖
帐,7-9,,帳,3,蚊帐 帐篷 帐子
胀,7-9,,脹,2,膨胀 胀
沼,7-9,,沼,1,沼泽
兆,7-9,,兆,2,预兆 兆头
赵,7-9,,,0,
罩,7-9,,罩,3,口罩 笼罩 罩
肇,7-9,,肇,1,肇事
遮,7-9,,遮,2,遮 遮盖
辙,7-9,,轍,1,没辙
浙,7-9,,,0,
贞,7-9,,貞,1,忠贞
侦,7-9,,偵,1,侦察
枕,7-9,,枕,1,枕头
睁,7-9,,睜,1,睁
筝,7-9,,箏,1,风筝
蒸,7-9,,蒸,1,蒸
拯,7-9,,拯,1,拯救
郑,7-9,,鄭,1,郑重
芝,7-9,,芝,2,芝麻 芝士
肢,7-9,,肢,1,肢体
脂,7-9,,脂,1,脂肪
旨,7-9,,旨,2,旨在 宗旨
帜,7-9,,幟,1,旗帜
峙,7-9,,峙,1,对峙
挚,7-9,,摯,2,诚挚 真挚
秩,7-9,,秩,1,秩序
窒,7-9,,窒,1,窒息
滞,7-9,,滯,2,滞后 滞留
稚,7-9,,稚,1,幼稚
衷,7-9,,衷,4,初衷 热衷 由衷 衷心
仲,7-9,,仲,1,仲裁
舟,7-9,,舟,3,刻舟求剑 龙舟 同舟共济
州,7-9,,,0,
洲,7-9,,,0,
轴,7-9,,軸,1,车轴
宙,7-9,,宙,1,宇宙
昼,7-9,,晝,1,昼夜
皱,7-9,,皺,1,皱
骤,7-9,,驟,3,暴风骤雨 步骤 骤然
朱,7-9,,朱,1,朱红
株,7-9,,株,2,守株待兔 株
烛,7-9,,燭,1,蜡烛
拄,7-9,,拄,1,拄
嘱,7-9,,囑,3,叮嘱 遗嘱 嘱咐
瞩,7-9,,矚,2,举世瞩目 瞩目
贮,7-9,,貯,1,贮藏
铸,7-9,,鑄,1,铸造
爪,7-9,,爪,1,爪子
拽,7-9,,拽,1,拽
砖,7-9,,磚,1,砖
撰,7-9,,撰,1,撰写
妆,7-9,,妝,2,化妆 嫁妆
桩,7-9,,樁,1,桩
幢,7-9,,幢,1,幢
坠,7-9,,墜,3,下坠 摇摇欲坠 坠
缀,7-9,,綴,1,点缀
拙,7-9,,拙,1,拙劣
灼,7-9,,灼,1,灼热
卓,7-9,,卓,1,卓越
浊,7-9,,濁,1,混浊
酌,7-9,,酌,1,酌情
琢,7-9,,琢,1,琢磨
姿,7-9,,姿,2,姿势 姿态
兹,7-9,,茲,1,兹
滋,7-9,,滋,4,艾滋病 美滋滋 滋润 滋味
踪,7-9,,蹤,3,跟踪 失踪 追踪
粽,7-9,,粽,1,粽子
揍,7-9,,揍,1,揍
卒,7-9,,卒,1,小卒
佐,7-9,,佐,1,佐料
